Date Of Stop	Time Of Stop	SubAgency	Location	Year	Color	Race	Gender	Geolocation	Label
12/05/2016	12:50:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2008	WHITE	WHITE	F	(38.9354166666667, -77.1152733333333)	1
12/05/2016	12:50:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2008	WHITE	WHITE	F	(38.9354166666667, -77.1152733333333)	1
09/14/2016	09:44:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2011	WHITE	OTHER	M	(38.9354416666667, -77.1152816666667)	1
10/17/2016	11:16:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2002	SILVER	WHITE	F	(38.9354583333333, -77.115265)	1
03/05/2016	01:53:00	2nd district, Bethesda	BRADLEY @ ARLINGTON	2014	BLACK	HISPANIC	F	(38.9369533333333, -77.1094983333333)	1
10/07/2015	18:56:00	2nd district, Bethesda	MASSACHUSETTES / LITTLEFALLS PRKWY	2002	BLACK	OTHER	M	(38.9370133333333, -77.10951)	1
11/07/2017	17:02:00	2nd district, Bethesda	WOODMONT AVE/ BATTERY LANE	2009	RED	WHITE	F	(38.9374983333333, -77.1090983333333)	1
11/07/2017	17:02:00	2nd district, Bethesda	WOODMONT AVE/ BATTERY LANE	2009	RED	WHITE	F	(38.9374983333333, -77.1090983333333)	1
11/07/2017	17:02:00	2nd district, Bethesda	WOODMONT AVE/ BATTERY LANE	2009	RED	WHITE	F	(38.9374983333333, -77.1090983333333)	1
04/07/2017	15:30:00	2nd district, Bethesda	W/B RIVER ROAD @ GOLSBORO ROAD	2013		BLACK	F	(38.9375125, -77.1091731666667)	1
01/09/2013	11:09:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2008	MAROON	WHITE	F	(38.9376142166667, -77.1178415333333)	1
09/28/2013	14:24:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2012	GRAY	BLACK	F	(38.93905, -77.1201266666667)	1
09/28/2013	14:24:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2012	GRAY	BLACK	F	(38.93905, -77.1201266666667)	1
12/05/2016	12:43:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2011	GRAY	WHITE	F	(38.9394366666667, -77.1206583333333)	1
07/06/2012	14:02:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2009	GOLD	HISPANIC	F	(38.9398728833333, -77.1212328)	1
03/16/2016	11:27:00	2nd district, Bethesda	CLARA BARTON PWK LOCK 6	2004	WHITE	WHITE	M	(38.9399233333333, -77.1213933333333)	1
09/09/2015	12:14:00	4th district, Wheaton	B/W PKWY/RT 450	2006	WHITE	WHITE	M	(38.9407566666667, -76.90767)	1
09/09/2015	12:14:00	4th district, Wheaton	B/W PKWY/RT 450	2006	WHITE	WHITE	M	(38.9407566666667, -76.90767)	1
08/09/2016	11:19:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2015	MAROON	WHITE	F	(38.9407733333333, -77.1219066666667)	1
08/29/2017	17:50:00	2nd district, Bethesda	S/B MACARTHUR BLVD AT THE DC LINE	2007	GRAY	WHITE	M	(38.9409666666667, -77.1126466666667)	1
04/20/2017	23:43:00	2nd district, Bethesda	6000 MACARTHUR BLVD	2013	BLACK	BLACK	F	(38.9412716666667, -77.1127483333333)	1
04/20/2017	23:43:00	2nd district, Bethesda	6000 MACARTHUR BLVD	2013	BLACK	BLACK	F	(38.9412716666667, -77.1127483333333)	1
04/20/2017	23:43:00	2nd district, Bethesda	6000 MACARTHUR BLVD	2013	BLACK	BLACK	F	(38.9412716666667, -77.1127483333333)	1
11/29/2016	11:22:00	2nd district, Bethesda	6100 MACARTHUR BLVD	2008	WHITE	HISPANIC	M	(38.941415, -77.1129116666667)	1
04/21/2016	22:32:00	2nd district, Bethesda	6362 RIDGE DR	1997	GOLD	WHITE	F	(38.942015, -77.121485)	1
01/10/2013	11:50:00	2nd district, Bethesda	CABIN JOHN PKWY AND LOCK 6	2004	BLACK	WHITE	M	(38.9421398833333, -77.1220309666667)	1
01/10/2013	11:50:00	2nd district, Bethesda	CABIN JOHN PKWY AND LOCK 6	2004	BLACK	WHITE	M	(38.9421398833333, -77.1220309666667)	1
09/27/2013	12:44:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2006	GRAY	WHITE	F	(38.9422966666667, -77.1225266666667)	1
06/04/2013	11:07:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2005	SILVER	WHITE	M	(38.9424683333333, -77.1226766666667)	1
10/28/2013	11:03:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2014	GRAY	WHITE	M	(38.94248, -77.1225383333333)	1
10/28/2013	11:18:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2010	WHITE	WHITE	F	(38.94248, -77.1225383333333)	1
10/28/2013	11:20:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2002	SILVER	WHITE	F	(38.94248, -77.1225383333333)	1
07/10/2014	11:14:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2003	SILVER	WHITE	M	(38.9424833333333, -77.1228783333333)	1
10/28/2013	10:31:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2014	WHITE	WHITE	F	(38.9425033333333, -77.1226233333333)	1
03/05/2013	11:10:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2003	RED	ASIAN	M	(38.9425083333333, -77.1228666666667)	1
04/29/2016	09:50:00	2nd district, Bethesda	CLARA BARTON BKWY AND LOCK 6	2016	GRAY	BLACK	M	(38.94252, -77.122525)	1
10/23/2012	10:44:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2009	BLACK	WHITE	F	(38.9425209333333, -77.1230047)	1
03/08/2013	11:20:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2001	SILVER	WHITE	M	(38.9425228333333, -77.1225284333333)	1
02/25/2013	12:56:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 6	2009	BLACK	WHITE	F	(38.9425229333333, -77.1225758333333)	1
06/20/2013	11:11:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2011	WHITE	BLACK	F	(38.94253, -77.122855)	1
06/20/2013	11:17:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2007	SILVER	BLACK	M	(38.94253, -77.122855)	1
10/23/2012	10:14:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2011	WHITE	HISPANIC	M	(38.9425463, -77.12269965)	1
10/23/2012	10:45:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2010	WHITE	WHITE	M	(38.9425468166667, -77.1228783)	1
03/04/2013	11:48:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2007	BLACK	WHITE	F	(38.9425483333333, -77.12252)	1
06/03/2014	10:07:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2014	WHITE	ASIAN	F	(38.942555, -77.1226233333333)	1
10/02/2013	10:28:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2009	SILVER	WHITE	M	(38.942555, -77.12282)	1
10/23/2012	11:42:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 6	2005	SILVER	WHITE	M	(38.9425559333333, -77.1226878333333)	1
06/20/2013	11:27:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2011	BLACK	WHITE	M	(38.9425566666667, -77.122705)	1
10/28/2013	10:51:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2010	GRAY	WHITE	F	(38.9425583333333, -77.1225916666667)	1
10/28/2013	10:51:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2010	GRAY	WHITE	F	(38.9425583333333, -77.1225916666667)	1
10/28/2013	10:51:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2010	GRAY	WHITE	F	(38.9425583333333, -77.1225916666667)	1
06/20/2013	11:06:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2009	MAROON	WHITE	M	(38.942565, -77.1226733333333)	1
10/23/2012	11:15:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2000	RED	HISPANIC	F	(38.9425707833333, -77.1225447833333)	1
09/20/2012	11:52:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2004	BLACK	WHITE	M	(38.9425724166667, -77.1227066833333)	1
06/04/2013	11:30:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2005	BROWN	WHITE	F	(38.9425733333333, -77.1227216666667)	1
10/22/2012	10:52:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2004	WHITE	WHITE	F	(38.94257665, -77.1227806666667)	1
10/22/2012	10:52:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2004	WHITE	WHITE	F	(38.94257665, -77.1227806666667)	1
09/28/2013	13:53:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2009	SILVER	WHITE	M	(38.9425766666667, -77.1225883333333)	1
09/10/2014	12:04:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2012	MAROON	WHITE	F	(38.94258, -77.12277)	1
10/23/2012	10:24:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2010	GRAY	WHITE	F	(38.9425809333333, -77.12274505)	1
09/20/2012	10:30:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2004	GREEN, LGT	WHITE	F	(38.9425812166667, -77.1228146666667)	1
10/23/2012	10:17:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	2008	RED	WHITE	M	(38.9425842833333, -77.122539)	1
09/30/2013	10:38:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2012	BLACK	BLACK	F	(38.94259, -77.122705)	1
09/30/2013	10:41:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2011	WHITE	ASIAN	F	(38.94259, -77.122705)	1
09/30/2013	10:47:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2005	SILVER	WHITE	F	(38.94259, -77.122705)	1
09/30/2013	10:58:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2010	SILVER	WHITE	M	(38.94259, -77.122705)	1
10/25/2012	12:04:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	1990	WHITE	HISPANIC	M	(38.9425904833333, -77.1227934833333)	1
10/23/2012	10:15:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2005	BLUE, DARK	WHITE	M	(38.94259355, -77.12276)	1
04/29/2016	09:57:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2002	BLACK	WHITE	M	(38.9426016666667, -77.1226133333333)	1
04/29/2016	09:57:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2002	BLACK	WHITE	M	(38.9426016666667, -77.1226133333333)	1
04/29/2016	09:57:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2002	BLACK	WHITE	M	(38.9426016666667, -77.1226133333333)	1
04/29/2016	09:57:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2002	BLACK	WHITE	M	(38.9426016666667, -77.1226133333333)	1
04/29/2016	09:57:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2002	BLACK	WHITE	M	(38.9426016666667, -77.1226133333333)	1
06/04/2013	10:41:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2013	BLACK	WHITE	M	(38.942605, -77.1227483333333)	1
06/04/2013	10:47:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2011	RED	OTHER	F	(38.942605, -77.1227483333333)	1
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	1
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	1
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	1
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	1
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	1
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	1
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	1
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	1
09/10/2014	12:14:00	5th district, Germantown	CLARA BARTON PKWY	2002	GOLD	OTHER	M	(38.9426133333333, -77.1230966666667)	1
02/21/2013	10:01:00	2nd district, Bethesda	CLARA BARTON PARKWAY AT LOCK 6	2003	GRAY	ASIAN	M	(38.9426178666667, -77.1226602)	1
10/23/2012	10:07:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2012	WHITE	WHITE	F	(38.9426180333333, -77.1227460166667)	1
10/23/2012	11:36:00	2nd district, Bethesda	S/B LITTLE FALLS PKWY @ DORSET AVE	1999	BLACK	ASIAN	M	(38.9426195, -77.12276785)	1
02/25/2013	12:29:00	2nd district, Bethesda	CLARA BARTON PARKWAY AT LOCK 6	2006	BLACK	WHITE	F	(38.9426196666667, -77.1226396833333)	1
10/23/2012	10:35:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2009	BLUE	WHITE	F	(38.94261985, -77.1227388666667)	1
03/08/2013	10:21:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2010	BEIGE	WHITE	M	(38.94262055, -77.12271535)	1
01/10/2013	11:18:00	2nd district, Bethesda	CLARA BARTON PARKWAY AT LOCK 6	2005	BLACK	WHITE	M	(38.94262145, -77.1228479833333)	1
10/02/2013	10:49:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2009	SILVER	ASIAN	F	(38.9426216666667, -77.12282)	1
03/15/2012	12:03:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2005	GRAY	WHITE	M	(38.9426257666667, -77.1227513166667)	1
10/22/2012	10:50:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	2012	BLUE	WHITE	F	(38.9426272666667, -77.12266085)	1
10/23/2012	11:42:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	2003	SILVER	WHITE	F	(38.9426284333333, -77.1227268666667)	1
10/22/2012	12:04:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	1998	BLACK	BLACK	M	(38.9426292333333, -77.1227375)	1
03/08/2013	10:28:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2005	BLUE	WHITE	M	(38.9426348166667, -77.1227653333333)	1
10/23/2012	09:51:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2008	BLACK	BLACK	M	(38.9426367166667, -77.1226569833333)	1
04/29/2016	09:39:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2013	SILVER	ASIAN	M	(38.9426383333333, -77.122575)	1
06/20/2013	11:46:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2010	GRAY	WHITE	M	(38.94264, -77.1226883333333)	1
06/20/2013	11:51:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2007	WHITE	WHITE	M	(38.94264, -77.1226883333333)	1
10/23/2012	10:29:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2005	SILVER	ASIAN	F	(38.9426408833333, -77.1227213666667)	1
01/10/2013	10:58:00	2nd district, Bethesda	CLARA BARTON PARKWAY AT LOCK 6	2010	GRAY	WHITE	M	(38.9426413166667, -77.12288655)	1
03/01/2013	10:48:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2011	WHITE	WHITE	M	(38.9426416666667, -77.12263)	1
04/04/2013	11:58:00	2nd district, Bethesda	CLARABARTON PKWY/	2009	BLACK	WHITE	M	(38.9426433333333, -77.1227333333333)	1
09/30/2013	10:26:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2011	WHITE	WHITE	F	(38.9426433333333, -77.1229583333333)	1
10/23/2012	10:55:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 6	2010	WHITE	WHITE	M	(38.9426442833333, -77.1226286)	1
08/08/2012	11:29:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	1999	SILVER	WHITE	F	(38.9426446833333, -77.1225293666667)	1
09/29/2013	14:24:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2000	SILVER	WHITE	M	(38.9426483333333, -77.1226916666667)	1
10/23/2012	11:47:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 6	1999	WHITE	BLACK	M	(38.9426507666667, -77.1228731833333)	1
09/29/2013	11:49:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2010	BLUE	WHITE	M	(38.9426516666667, -77.1227066666667)	1
10/23/2012	11:39:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2003	GRAY	WHITE	F	(38.9426516833333, -77.1228772833333)	1
07/10/2014	10:23:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2004	BLACK	WHITE	M	(38.9426533333333, -77.1227733333333)	1
10/23/2012	11:45:00	2nd district, Bethesda	CLARA BARTON PARKWAY AT LOCK 7	2008	BLACK	WHITE	F	(38.9426566, -77.12275295)	1
10/28/2013	10:24:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2012	BLACK	WHITE	F	(38.9426566666667, -77.12266)	1
08/14/2013	10:45:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2004	BLACK	WHITE	M	(38.9426566666667, -77.1226733333333)	1
07/08/2014	10:37:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2013	WHITE	WHITE	F	(38.9426583333333, -77.1228216666667)	1
08/08/2012	11:30:00	2nd district, Bethesda	CLARA BARTON PKWY/	2012	BLUE, LIGHT	WHITE	M	(38.9426607166667, -77.1225785833333)	1
09/28/2013	13:05:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2002	BLACK	OTHER	M	(38.9426633333333, -77.122755)	1
09/28/2013	13:09:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2011	GRAY	OTHER	M	(38.9426633333333, -77.122755)	1
04/10/2013	10:41:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2011	GRAY	WHITE	M	(38.9426636833333, -77.12277505)	1
04/10/2013	10:44:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2012	SILVER	WHITE	M	(38.9426636833333, -77.12277505)	1
10/22/2012	12:10:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	2011	WHITE	WHITE	M	(38.9426675833333, -77.12289965)	1
02/21/2013	11:13:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2001	GREEN	WHITE	M	(38.94266765, -77.1227593166667)	1
09/26/2013	10:10:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2006	SILVER	WHITE	F	(38.9426683333333, -77.1227083333333)	1
09/26/2013	10:16:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2006	WHITE	WHITE	F	(38.9426683333333, -77.1227083333333)	1
09/26/2013	10:19:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2007	GRAY	OTHER	M	(38.9426683333333, -77.1227083333333)	1
10/22/2012	12:06:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	1999	BLUE	WHITE	M	(38.9426687166667, -77.1228179166667)	1
10/22/2012	12:06:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	1999	BLUE	WHITE	M	(38.9426687166667, -77.1228179166667)	1
03/08/2013	10:53:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	1996	RED	WHITE	F	(38.9426702166667, -77.1227349666667)	1
07/06/2012	12:36:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2001	RED	WHITE	M	(38.94267285, -77.12278675)	1
10/23/2012	11:55:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 6	2011	WHITE	WHITE	F	(38.9426732833333, -77.1227289333333)	1
07/08/2014	10:34:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2011	GRAY	OTHER	M	(38.942675, -77.1227666666667)	1
01/10/2013	11:49:00	2nd district, Bethesda	CLARA BARTON PARKWAY AT LOCK 6	2005	SILVER	WHITE	M	(38.9426750666667, -77.1227915666667)	1
10/23/2012	11:29:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2012	BLACK	BLACK	F	(38.9426757166667, -77.12272735)	1
08/18/2012	10:17:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2009	SILVER	WHITE	F	(38.9426765333333, -77.1227302333333)	1
10/02/2013	10:10:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2009	BLUE, LIGHT	WHITE	F	(38.9426766666667, -77.1227233333333)	1
09/20/2012	11:00:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2008	WHITE	ASIAN	M	(38.9426771, -77.1228019833333)	1
10/23/2012	09:59:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2004	GOLD	HISPANIC	F	(38.9426780166667, -77.12272255)	1
04/26/2016	11:04:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2015	GRAY	ASIAN	M	(38.9426783333333, -77.1226233333333)	1
04/26/2016	10:59:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2007	BLUE	WHITE	M	(38.9426783333333, -77.1226233333333)	1
04/26/2016	11:04:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2015	GRAY	ASIAN	M	(38.9426783333333, -77.1226233333333)	1
07/10/2014	10:38:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2011	WHITE	ASIAN	F	(38.9426783333333, -77.1229016666667)	1
07/10/2014	10:38:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2011	WHITE	ASIAN	F	(38.9426783333333, -77.1229016666667)	1
03/15/2012	11:19:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2001	BLACK	WHITE	M	(38.9426791666667, -77.12271405)	1
10/23/2012	10:32:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2001	SILVER	BLACK	F	(38.9426797, -77.1227321833333)	1
09/20/2012	10:40:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2002	BLACK	WHITE	M	(38.9426815333333, -77.1228653833333)	1
06/03/2014	10:22:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2013	BLACK	WHITE	M	(38.9426816666667, -77.1226116666667)	1
08/08/2012	11:49:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2013	BLACK	WHITE	M	(38.9426820666667, -77.1226103333333)	1
09/12/2013	09:38:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2013	BLACK	WHITE	F	(38.9426833333333, -77.122515)	1
09/12/2013	09:46:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2011	BLACK	WHITE	F	(38.9426833333333, -77.122515)	1
09/12/2013	09:50:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2004	WHITE	WHITE	F	(38.9426833333333, -77.122515)	1
08/08/2012	11:58:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2008	BLACK	WHITE	M	(38.9426841, -77.1224529333333)	1
08/08/2012	11:58:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2008	BLACK	WHITE	M	(38.9426841, -77.1224529333333)	1
10/23/2012	11:16:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 6	2009	BLUE, LIGHT	WHITE	M	(38.94268425, -77.1226684166667)	1
10/23/2012	11:28:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2000	BLACK	BLACK	M	(38.9426847333333, -77.1228789)	1
03/05/2013	11:38:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2005	BLACK	HISPANIC	M	(38.942685, -77.1226516666667)	1
03/05/2013	11:38:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2005	BLACK	HISPANIC	M	(38.942685, -77.1226516666667)	1
03/05/2013	11:38:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2005	BLACK	HISPANIC	M	(38.942685, -77.1226516666667)	1
10/02/2013	10:27:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6 SB	2008	GRAY	WHITE	F	(38.942685, -77.1227016666667)	1
10/02/2013	10:27:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6 SB	2008	GRAY	WHITE	F	(38.942685, -77.1227016666667)	1
10/02/2013	10:39:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6 SB	2009	BLACK	WHITE	F	(38.942685, -77.1227016666667)	1
10/02/2013	10:45:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6 SB	2009	BLACK	BLACK	M	(38.942685, -77.1227016666667)	1
10/02/2013	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6 SB	2009	RED	WHITE	M	(38.942685, -77.1227016666667)	1
10/22/2012	11:46:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2012	GRAY	WHITE	F	(38.9426859, -77.12274625)	1
06/04/2013	11:13:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2003	BLUE	BLACK	F	(38.9426866666667, -77.1225966666667)	1
09/29/2013	10:31:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2008	GRAY	WHITE	M	(38.9426866666667, -77.122935)	1
09/29/2013	10:33:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	1990	BLACK	WHITE	M	(38.9426866666667, -77.122935)	1
03/08/2013	10:58:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2007	GRAY	WHITE	M	(38.94268675, -77.12278825)	1
03/08/2013	10:48:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2006	BLACK	WHITE	M	(38.9426893, -77.1226997666667)	1
09/15/2014	13:41:00	5th district, Germantown	CLARA BARTON PKWY	2003	GOLD	OTHER	M	(38.94269, -77.122765)	1
09/15/2014	13:41:00	5th district, Germantown	CLARA BARTON PKWY	2003	GOLD	OTHER	M	(38.94269, -77.122765)	1
06/04/2013	10:22:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2013	BLACK	OTHER	M	(38.94269, -77.1228233333333)	1
06/04/2013	10:29:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2009	GRAY	WHITE	M	(38.94269, -77.1228233333333)	1
12/05/2012	11:50:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2008	BLUE, LIGHT	WHITE	F	(38.9426916666667, -77.1227637166667)	1
03/05/2013	10:53:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2008	SILVER	WHITE	M	(38.9426917166667, -77.1227428)	1
